Name,Number,League,Country,Registered,url
Brutal Booty,369,,New Zealand,"12th March, 2019",http://www.derbyrollcall.com/everyone
Noodle,42,Fort Myers Roller Derby,United States,"12th March, 2019",http://www.derbyrollcall.com/everyone
Ms. Murderbritches,31,Wreckin Roller Rebels,United States,"12th March, 2019",http://www.derbyrollcall.com/everyone
Tacocat,314,Granite State Roller Derby,United States,"12th March, 2019",http://www.derbyrollcall.com/everyone
Pi R Scared,314,,Switzerland,"12th March, 2019",http://www.derbyrollcall.com/everyone
Bunsen BURNher,IC50,Granite State Roller Derby,United States,"13th March, 2019",http://www.derbyrollcall.com/everyone
Flashh,72,Kalakas Despiadadas,Argentina,"13th March, 2019",http://www.derbyrollcall.com/everyone
TomatÃºh Madrazo,11,Vipers Roller Derby Tijuana,Mexico,"13th March, 2019",http://www.derbyrollcall.com/everyone
Satania,666,Vipers Roller Derby Tijuana,Mexico,"13th March, 2019",http://www.derbyrollcall.com/everyone
Sketchy,9406,,Canada,"13th March, 2019",http://www.derbyrollcall.com/everyone
KarabÃ,42,Crimin Bullets Padova,Italy,"13th March, 2019",http://www.derbyrollcall.com/everyone
HarmHer Clem,236,Avon River Rollers,Canada,"13th March, 2019",http://www.derbyrollcall.com/everyone
Ann o'Maly,7007,Roller derby Erfurt,Germany,"13th March, 2019",http://www.derbyrollcall.com/everyone
Almageddon,,,Sweden,"13th March, 2019",http://www.derbyrollcall.com/everyone
Reverend Ruckus,999,Renegade,United States,"13th March, 2019",http://www.derbyrollcall.com/everyone
Tina Squelcher,47,Quad City Derby Bombshells,United States,"13th March, 2019",http://www.derbyrollcall.com/everyone
delores o'feardan,564,Albany All Stars Roller Derby,United States,"13th March, 2019",http://www.derbyrollcall.com/everyone
Madd Splatter,,Cadillac Roller Derby,United States,"13th March, 2019",http://www.derbyrollcall.com/everyone
Poison Ivy,,,United States,"14th March, 2019",http://www.derbyrollcall.com/everyone
StruggleBus,724,Roswell Roller Derby,United States,"14th March, 2019",http://www.derbyrollcall.com/everyone
Wreck-It-Rahlf,.25Â¢,Roswell Supernovas,United States,"14th March, 2019",http://www.derbyrollcall.com/everyone
Katastrophe,2319,Roswell Super Novas,United States,"14th March, 2019",http://www.derbyrollcall.com/everyone
Trackdaddy,505,Tartu Roller Derby,Estonia,"14th March, 2019",http://www.derbyrollcall.com/everyone
Mike waboutski,9322,Dread Pirate Rollers,Australia,"14th March, 2019",http://www.derbyrollcall.com/everyone
Tekillya Shots,711,Hogtown Roller Derby,Canada,"14th March, 2019",http://www.derbyrollcall.com/everyone
R. Meggadon,,Grimshaw roller derby,Canada,"14th March, 2019",http://www.derbyrollcall.com/everyone
Jamboni,7878,Avon River Rollers,Canada,"14th March, 2019",http://www.derbyrollcall.com/everyone
Claire Devil,999,Prison City Derby Dames,United States,"14th March, 2019",http://www.derbyrollcall.com/everyone
ChamPAIN Shash,35,Bomb City Bombshells,United States,"15th March, 2019",http://www.derbyrollcall.com/everyone
Dirty Martini,29,Liverpool Roller Birds,United Kingdom,"15th March, 2019",http://www.derbyrollcall.com/everyone
Lord Smashheart,6712,Mansfield Roller Derby,United Kingdom,"15th March, 2019",http://www.derbyrollcall.com/everyone
Spaz Kat,,,United States,"15th March, 2019",http://www.derbyrollcall.com/everyone
Riot Maeven,626,Prison City Derby Dames,United States,"15th March, 2019",http://www.derbyrollcall.com/everyone
annamaul,,,United States,"16th March, 2019",http://www.derbyrollcall.com/everyone
Double Trouble,601,Quad County Roller Derby,United States,"16th March, 2019",http://www.derbyrollcall.com/everyone
Ridin' Dirty,888,Roadkill Rollers,Netherlands,"16th March, 2019",http://www.derbyrollcall.com/everyone
Banana Skid,123,Royal Swedish Roller Derby,Sweden,"16th March, 2019",http://www.derbyrollcall.com/everyone
Twinkle belle,502,Taranaki roller corps,New Zealand,"17th March, 2019",http://www.derbyrollcall.com/everyone
Killbilly,505,Bear City Roller Derby,Germany,"17th March, 2019",http://www.derbyrollcall.com/everyone
Mad Madame Mayhem,2105,Okinawa Roller Derby,United States,"17th March, 2019",http://www.derbyrollcall.com/everyone
Jabba de Butt,29,Taranaki Roller Corps,New Zealand,"17th March, 2019",http://www.derbyrollcall.com/everyone
Ma'dam Moody,,,Canada,"17th March, 2019",http://www.derbyrollcall.com/everyone
Lady ProPain,93,Prince Albert Outlaws,Canada,"18th March, 2019",http://www.derbyrollcall.com/everyone
Skiddles sox,024911,green mountain roller derby,United States,"18th March, 2019",http://www.derbyrollcall.com/everyone
WookTee,28,Sox Pistols,United Kingdom,"18th March, 2019",http://www.derbyrollcall.com/everyone
Spark-Leigh,194,Brisbane City Rollers,Australia,"18th March, 2019",http://www.derbyrollcall.com/everyone
Jewelzy Bomb,0211,,Canada,"19th March, 2019",http://www.derbyrollcall.com/everyone
Dolly Savage,,,United States,"19th March, 2019",http://www.derbyrollcall.com/everyone
Satana,0807,,United States,"19th March, 2019",http://www.derbyrollcall.com/everyone
Moxie Pad,28,Lilac City Roller Derby,United States,"19th March, 2019",http://www.derbyrollcall.com/everyone
Glo-Ghetta,555,Harrisburg Area Roller Derby (HARD),United States,"19th March, 2019",http://www.derbyrollcall.com/everyone
Saperlipaupiette,19,Rolling Storms,France,"19th March, 2019",http://www.derbyrollcall.com/everyone
shit person,519,Crime City Rollers,Sweden,"19th March, 2019",http://www.derbyrollcall.com/everyone
Ewok'n Roll,394,Les VÃ®-Kings LiÃ¨ge,Belgium,"19th March, 2019",http://www.derbyrollcall.com/everyone
Bunker Buster,r20,VÃ® Kings from LiÃ¨ge,Belgium,"19th March, 2019",http://www.derbyrollcall.com/everyone
LAMBONES,1947,Brazos Valley Roller Derby,United States,"20th March, 2019",http://www.derbyrollcall.com/everyone
Floora Goodtime,18,Rocky Mountain Rollergirls,United States,"20th March, 2019",http://www.derbyrollcall.com/everyone
Graceful Kill-Her,187,Ridgecrest Roller Derby,United States,"20th March, 2019",http://www.derbyrollcall.com/everyone
Laure Rolldemort,162,Roller Derby LiÃ¨ge,Belgium,"20th March, 2019",http://www.derbyrollcall.com/everyone
Opticul,57,VÃ®-Kings LiÃ¨ge,Belgium,"20th March, 2019",http://www.derbyrollcall.com/everyone
Mousetrap,42,Holy wheels LiÃ¨ge,Belgium,"20th March, 2019",http://www.derbyrollcall.com/everyone
La fÃ©e qui s'coule,,Holy Terrors,France,"20th March, 2019",http://www.derbyrollcall.com/everyone
viciousVal,00,,United States,"20th March, 2019",http://www.derbyrollcall.com/everyone
MALICE IN WOUNDERLAND,1947,,United States,"20th March, 2019",http://www.derbyrollcall.com/everyone
Lil-Debby Smax,5,Coffin County Roller Derby,United States,"20th March, 2019",http://www.derbyrollcall.com/everyone
Calypso,,Hurricane Alley Roller Derby,United States,"20th March, 2019",http://www.derbyrollcall.com/everyone
ref & sugar,28,Riot Rocketz Leipzig,Germany,"21st March, 2019",http://www.derbyrollcall.com/everyone
Scary Bradshaw,,,United States,"21st March, 2019",http://www.derbyrollcall.com/everyone
Ball B'Erin,47,Surrey Roller Girls,United Kingdom,"22nd March, 2019",http://www.derbyrollcall.com/everyone
Violent Vixzen,0085,Dread Pirate Rollers,Australia,"22nd March, 2019",http://www.derbyrollcall.com/everyone
Meanie Mouse,31,Dread Pirate Rollers,Australia,"23rd March, 2019",http://www.derbyrollcall.com/everyone
Queen Slamidala,8,Surrey Roller Girls,United Kingdom,"23rd March, 2019",http://www.derbyrollcall.com/everyone
Hazy,79,Oxford Roller Derby,United Kingdom,"23rd March, 2019",http://www.derbyrollcall.com/everyone
Fokstar,6,Oxford Roller Derby,United Kingdom,"23rd March, 2019",http://www.derbyrollcall.com/everyone
Hildegard of Bring It,94,Rodeo City Rollergirls,United States,"23rd March, 2019",http://www.derbyrollcall.com/everyone
Lemmy Adder,23,,United States,"23rd March, 2019",http://www.derbyrollcall.com/everyone
Tinker Fail,,Tragic City Rollers,United States,"24th March, 2019",http://www.derbyrollcall.com/everyone
The Impassable Girl,,Rock Town Roller Derby,United States,"24th March, 2019",http://www.derbyrollcall.com/everyone
Ace Wonderroll,14,,Sweden,"25th March, 2019",http://www.derbyrollcall.com/everyone
Ginger Dodgers,36,Canberra Roller Derby League,Australia,"25th March, 2019",http://www.derbyrollcall.com/everyone
DoomsDaisy,38,Brazos Valley Roller Derby,United States,"26th March, 2019",http://www.derbyrollcall.com/everyone
Beetus Bytch,1994,,United States,"26th March, 2019",http://www.derbyrollcall.com/everyone
Sugar Mama,247,San Diego Derby United,United States,"26th March, 2019",http://www.derbyrollcall.com/everyone
La Teigne,26,Holy terrors saintes,France,"26th March, 2019",http://www.derbyrollcall.com/everyone
AK66,,Oxford Roller Derby,United Kingdom,"26th March, 2019",http://www.derbyrollcall.com/everyone
Lydia Beatz,333,CCD,United States,"27th March, 2019",http://www.derbyrollcall.com/everyone
Iggy Tzardust,23,Roadkill Rollers,Netherlands,"27th March, 2019",http://www.derbyrollcall.com/everyone
Hete Soep,11,Pink Peril,Netherlands,"27th March, 2019",http://www.derbyrollcall.com/everyone
Bruisinâ B. Anthony,608,,United States,"27th March, 2019",http://www.derbyrollcall.com/everyone
Sexpun T'Come,,,United States,"27th March, 2019",http://www.derbyrollcall.com/everyone
Saffa,27,,United Kingdom,"27th March, 2019",http://www.derbyrollcall.com/everyone
Sodomy Daisy,44,GRG,United States,"27th March, 2019",http://www.derbyrollcall.com/everyone
Saw Dumb Eyes Me,2,GRG,United States,"27th March, 2019",http://www.derbyrollcall.com/everyone
Scare Grylls,541,Southampton City Rollers,United Kingdom,"27th March, 2019",http://www.derbyrollcall.com/everyone
Red Alert,23,,Australia,"27th March, 2019",http://www.derbyrollcall.com/everyone
RocKaRolla,05,3City Piranhas Roller Derby,Poland,"27th March, 2019",http://www.derbyrollcall.com/everyone
Professor McGonnakill,1956,Arizona Derby Dames,United States,"27th March, 2019",http://www.derbyrollcall.com/everyone
Hurt Vonnegut,,,United States,"28th March, 2019",http://www.derbyrollcall.com/everyone
Su Nami,7C's,,United States,"28th March, 2019",http://www.derbyrollcall.com/everyone
RAMpaige,,Bomb City Bombshells,United States,"28th March, 2019",http://www.derbyrollcall.com/everyone
Sam Antics,,Official,United States,"28th March, 2019",http://www.derbyrollcall.com/everyone
Ofishal Mascot,0,Saskatoon Roller Derby League,Canada,"28th March, 2019",http://www.derbyrollcall.com/everyone
Missy HELLiott,33,Worcester Roller Derby League,United States,"28th March, 2019",http://www.derbyrollcall.com/everyone
Tigress on your tail,2166,SCDC,United States,"29th March, 2019",http://www.derbyrollcall.com/everyone
Critique,9,Riga Roller Derby,Latvia,"29th March, 2019",http://www.derbyrollcall.com/everyone
Ro-Slam-Bo!,535,Gallatin Roller Girlz,United Kingdom,"30th March, 2019",http://www.derbyrollcall.com/everyone
Berry vicious,156,TRC- Taranaki Roller Corps,New Zealand,"30th March, 2019",http://www.derbyrollcall.com/everyone
Hawkward,18,Exeter Roller Derby,United Kingdom,"30th March, 2019",http://www.derbyrollcall.com/everyone
DwnWtThThiccness,05,,United States,"31st March, 2019",http://www.derbyrollcall.com/everyone
MEGADRON,75,New England,Australia,"31st March, 2019",http://www.derbyrollcall.com/everyone
Rainbow Crash,,Les Biches - Thonon,France,"31st March, 2019",http://www.derbyrollcall.com/everyone
Damage Patch Kid,111,Inland nw Pixies,United States,"31st March, 2019",http://www.derbyrollcall.com/everyone
Sailor Doom,93,Surrey Roller Girls,United Kingdom,"31st March, 2019",http://www.derbyrollcall.com/everyone
RainBlow UniScorn,,Rockstar Roller Derby,United States,"1st April, 2019",http://www.derbyrollcall.com/everyone
Ace of Mace,30,,United States,"1st April, 2019",http://www.derbyrollcall.com/everyone
Lunatic Shovegood,,Hellions of Troy,United States,"1st April, 2019",http://www.derbyrollcall.com/everyone
Count Smakkula,2319,Quad City Derby Bombshells,United States,"1st April, 2019",http://www.derbyrollcall.com/everyone
Black Neon,,,United Kingdom,"1st April, 2019",http://www.derbyrollcall.com/everyone
Morbid Corvid,23,Preston Roller Derby,United Kingdom,"1st April, 2019",http://www.derbyrollcall.com/everyone
Dee-Kini Kill,,"Denver, CO",United States,"1st April, 2019",http://www.derbyrollcall.com/everyone
Lemon Drop,,,United States,"1st April, 2019",http://www.derbyrollcall.com/everyone
Fastest Cactus,32,Rodeo City Rollergirls,United States,"2nd April, 2019",http://www.derbyrollcall.com/everyone
WikkidNyx,3102,CVRD,United States,"2nd April, 2019",http://www.derbyrollcall.com/everyone
Scrimphadora Tonks,2187,Mansfield Roller Derby,United Kingdom,"2nd April, 2019",http://www.derbyrollcall.com/everyone
Mary-Go-Round,,,United States,"3rd April, 2019",http://www.derbyrollcall.com/everyone
Ostrichie,12,,United Kingdom,"3rd April, 2019",http://www.derbyrollcall.com/everyone
Scared To Beth,05,Sox Pistols,United Kingdom,"3rd April, 2019",http://www.derbyrollcall.com/everyone
Nasty Goreng,420,Hot Lava Rollers,Indonesia,"3rd April, 2019",http://www.derbyrollcall.com/everyone
Southern Punch,5,Germany,Germany,"3rd April, 2019",http://www.derbyrollcall.com/everyone
Mich Hell,04,Loughborough Sox Pistols,United Kingdom,"3rd April, 2019",http://www.derbyrollcall.com/everyone
Shadow Dancer,211,KRD,Germany,"3rd April, 2019",http://www.derbyrollcall.com/everyone
Possum Magic,,NRRD,Australia,"3rd April, 2019",http://www.derbyrollcall.com/everyone
Hot Pink,,Dub City,United States,"3rd April, 2019",http://www.derbyrollcall.com/everyone
Whiskey Sour,11,SO Derby,United States,"4th April, 2019",http://www.derbyrollcall.com/everyone
Giggles,461,Roller derby twente,Netherlands,"4th April, 2019",http://www.derbyrollcall.com/everyone
Lady Macdeath,51,Cincinnati Rollergirls,United States,"4th April, 2019",http://www.derbyrollcall.com/everyone
Wicked Widget,314,Cincinnati Rollergirls,United States,"4th April, 2019",http://www.derbyrollcall.com/everyone
Paingry,72,Cincinnati rollergirls,United States,"4th April, 2019",http://www.derbyrollcall.com/everyone
Lady Gogol,1640,Cannibal Marmots,France,"4th April, 2019",http://www.derbyrollcall.com/everyone
Bloksana Villanelle,,Twin City Roller Derby,United States,"4th April, 2019",http://www.derbyrollcall.com/everyone
Tank,13,North Wales Roller Derby,United Kingdom,"4th April, 2019",http://www.derbyrollcall.com/everyone
Dangles,33,Nickel City Renegade Roller Derby,United States,"4th April, 2019",http://www.derbyrollcall.com/everyone
Cyka,,,Australia,"4th April, 2019",http://www.derbyrollcall.com/everyone
Major Danger,,,United States,"4th April, 2019",http://www.derbyrollcall.com/everyone
Wind Rider,12,Fredericton Junior Roller Derby Association,Canada,"5th April, 2019",http://www.derbyrollcall.com/everyone
Jellybean,,Fredericton Junior Roller Derby Association,Canada,"5th April, 2019",http://www.derbyrollcall.com/everyone
Ms. Bea Haven,164,Capital City Crusher,United States,"5th April, 2019",http://www.derbyrollcall.com/everyone
Auf Wiederslain,314,Wakey Wheeled cats,United Kingdom,"5th April, 2019",http://www.derbyrollcall.com/everyone
Sgt. Slammer,1015,Prison City Derby Dames,United States,"5th April, 2019",http://www.derbyrollcall.com/everyone
Satanik,666,Sox Pistols,United Kingdom,"6th April, 2019",http://www.derbyrollcall.com/everyone
Lady Arizona,,,United States,"6th April, 2019",http://www.derbyrollcall.com/everyone
Little Mama Hotdog,,,United States,"6th April, 2019",http://www.derbyrollcall.com/everyone
Slap Dance,0190,Riot Rocketz Leipzig,Germany,"6th April, 2019",http://www.derbyrollcall.com/everyone
NiÃ±a Nutella,47,PÃ¡jaros Pintados,Uruguay,"6th April, 2019",http://www.derbyrollcall.com/everyone
Yankee Pankee,,,United Kingdom,"6th April, 2019",http://www.derbyrollcall.com/everyone
AYLANATOR,2,Boulder county bottle rockets,United States,"7th April, 2019",http://www.derbyrollcall.com/everyone
Not Sorry,77,South jersey derby girls,United States,"7th April, 2019",http://www.derbyrollcall.com/everyone
Captain Painway,1031,Granite City Roller Derby,United Kingdom,"7th April, 2019",http://www.derbyrollcall.com/everyone
Lady Grayskull,73,Surrey Roller Girls,United Kingdom,"7th April, 2019",http://www.derbyrollcall.com/everyone
Sigourney Reaper,,,Canada,"7th April, 2019",http://www.derbyrollcall.com/everyone
Cha-Cha Glide,,,United States,"7th April, 2019",http://www.derbyrollcall.com/everyone
Eye Sock Ya!,120,highland district derby,Canada,"8th April, 2019",http://www.derbyrollcall.com/everyone
Catastro Philly,215,,United States,"8th April, 2019",http://www.derbyrollcall.com/everyone
Sassacrash,21,Savannah Jr. DerbyTaunts,United States,"8th April, 2019",http://www.derbyrollcall.com/everyone
Scrapes of Wrath,7,Surrey Roller Girls,United Kingdom,"8th April, 2019",http://www.derbyrollcall.com/everyone
Assault 'Em Pepper,25,Border City Roller Derby,United Kingdom,"8th April, 2019",http://www.derbyrollcall.com/everyone
alt-B,420,SO Derby,United States,"8th April, 2019",http://www.derbyrollcall.com/everyone
Skellawhore,237,Shipwreck Alley Rollers,United States,"9th April, 2019",http://www.derbyrollcall.com/everyone
Cas-Kit Weaver,187,Shipwreck Alley Rollers,United States,"9th April, 2019",http://www.derbyrollcall.com/everyone
Jolly Rocker,,,United States,"9th April, 2019",http://www.derbyrollcall.com/everyone
Belle On Wheels,805,DSDL,Australia,"9th April, 2019",http://www.derbyrollcall.com/everyone
Anita Kalamidad,24,Nafarriors Roller Derby IruÃ±a,Spain,"9th April, 2019",http://www.derbyrollcall.com/everyone
Janis Blockin,,,Spain,"9th April, 2019",http://www.derbyrollcall.com/everyone
MC Hannah,25,Geraldton Roller Derby,Australia,"9th April, 2019",http://www.derbyrollcall.com/everyone
Hanna Von Slamma,2811,Southampton City Rollers,United Kingdom,"9th April, 2019",http://www.derbyrollcall.com/everyone
Krasherine,42,Southampton City Rollers,United Kingdom,"9th April, 2019",http://www.derbyrollcall.com/everyone
tomahawk,,,United States,"10th April, 2019",http://www.derbyrollcall.com/everyone
Tackle Royale,784,Heart City Sirens,Sweden,"10th April, 2019",http://www.derbyrollcall.com/everyone
Cruella De Kill,,,United States,"10th April, 2019",http://www.derbyrollcall.com/everyone
Veni Vidi Venus,11,Heart City Sirens,Sweden,"10th April, 2019",http://www.derbyrollcall.com/everyone
Mally,707,Southampton City Rollers,United Kingdom,"10th April, 2019",http://www.derbyrollcall.com/everyone
Sweeny Von,186,,United Kingdom,"11th April, 2019",http://www.derbyrollcall.com/everyone
Kort-Marshall,4,Shipwreck Alley Rollers,United States,"11th April, 2019",http://www.derbyrollcall.com/everyone
Hail Skatin',524,Gotham Girls Roller Derby,United States,"11th April, 2019",http://www.derbyrollcall.com/everyone
Wench Press,87,Shipwreck Alley Rollers,United States,"11th April, 2019",http://www.derbyrollcall.com/everyone
Mortal Caillou,44,Roller derby 72,France,"11th April, 2019",http://www.derbyrollcall.com/everyone
Roll For Damage,101,New Bournes,United Kingdom,"11th April, 2019",http://www.derbyrollcall.com/everyone
Katie Wampus,5,Cincinnati Rollergirls,United States,"12th April, 2019",http://www.derbyrollcall.com/everyone
Swagatha Christie,236,Avon River Rollers,Canada,"12th April, 2019",http://www.derbyrollcall.com/everyone
Trash test,06,,France,"12th April, 2019",http://www.derbyrollcall.com/everyone
Deviant Devotchka,212,Classic city roller girls,United States,"12th April, 2019",http://www.derbyrollcall.com/everyone
Chasing Amy,,Diamond Valley Roller Derby Club,Australia,"13th April, 2019",http://www.derbyrollcall.com/everyone
Redshift,302,Go go gent,Belgium,"13th April, 2019",http://www.derbyrollcall.com/everyone
Pippi,07,Gallatin Roller Girlz,United States,"14th April, 2019",http://www.derbyrollcall.com/everyone
Hook N Wrench,0240,Chippewa valley roller derby,United States,"14th April, 2019",http://www.derbyrollcall.com/everyone
Zac of all Trades,2618,,United Kingdom,"14th April, 2019",http://www.derbyrollcall.com/everyone
Soda Pressing,27,West Side Derby Dollz,Australia,"14th April, 2019",http://www.derbyrollcall.com/everyone
Hell Nah,3,BCRD,Germany,"14th April, 2019",http://www.derbyrollcall.com/everyone
Tofu,,,Canada,"14th April, 2019",http://www.derbyrollcall.com/everyone
FlO'Rage,15,Cannibal Marmots,France,"15th April, 2019",http://www.derbyrollcall.com/everyone
Lil' Bit,10,Glass City Rollers,United States,"15th April, 2019",http://www.derbyrollcall.com/everyone
Wednesday Ram'ems,0001,Exeter Roller Derby,United Kingdom,"15th April, 2019",http://www.derbyrollcall.com/everyone
Swede Dreams,222,,United States,"16th April, 2019",http://www.derbyrollcall.com/everyone
Luna Lawless,R10T,Rat city,United States,"16th April, 2019",http://www.derbyrollcall.com/everyone
Jaminy Cricket,42,Brass Knuckle Derby Dames,Canada,"16th April, 2019",http://www.derbyrollcall.com/everyone
Raph'ada quad'avra,934,Roller derby rennes,France,"17th April, 2019",http://www.derbyrollcall.com/everyone
Artemiss,88,,United States,"17th April, 2019",http://www.derbyrollcall.com/everyone
Reckless Texas,,,United States,"17th April, 2019",http://www.derbyrollcall.com/everyone
Phoenix Force,101,,United States,"18th April, 2019",http://www.derbyrollcall.com/everyone
Cycy. D' squad,172,Holly terrors,France,"18th April, 2019",http://www.derbyrollcall.com/everyone
Ms. Carter,29,Revolution Roller Derby,United States,"18th April, 2019",http://www.derbyrollcall.com/everyone
Lestrange CamÃ©LÃ©on,13,Holy Terrors,France,"18th April, 2019",http://www.derbyrollcall.com/everyone
Major Pain,455,West Coast Bombers,New Zealand,"18th April, 2019",http://www.derbyrollcall.com/everyone
La Glue,191,Cannibal marmots,France,"19th April, 2019",http://www.derbyrollcall.com/everyone
Wheely Vicious,95,Dunedin Derby,New Zealand,"19th April, 2019",http://www.derbyrollcall.com/everyone
Queenie,317,Mississippi Valley Mayhem,United States,"20th April, 2019",http://www.derbyrollcall.com/everyone
Quinny Kilobyte,11,Auburn Gold Diggers,United States,"20th April, 2019",http://www.derbyrollcall.com/everyone
EB,,Geelong Roller Derby League,Australia,"21st April, 2019",http://www.derbyrollcall.com/everyone
Hellena Ravenbrawl,990,Reading Derby Girls,United States,"21st April, 2019",http://www.derbyrollcall.com/everyone
Penalty Flor,5,Kalakas Despiadadas,Argentina,"21st April, 2019",http://www.derbyrollcall.com/everyone
Slagertha,1138,Remutaka Roller Derby,New Zealand,"21st April, 2019",http://www.derbyrollcall.com/everyone
Bullet,.17,Newcastle Roller Derby League,Australia,"21st April, 2019",http://www.derbyrollcall.com/everyone
Dame of Thrones,,,Australia,"21st April, 2019",http://www.derbyrollcall.com/everyone
Sugar I'm takin you down,77,,United States,"21st April, 2019",http://www.derbyrollcall.com/everyone
Wicked Chaos,24,Capital City Crushers,United States,"22nd April, 2019",http://www.derbyrollcall.com/everyone
Slamus,,,United States,"22nd April, 2019",http://www.derbyrollcall.com/everyone
Atropos,9,,United States,"22nd April, 2019",http://www.derbyrollcall.com/everyone
Peril Streep,25,Ann Arbor Roller Derby,United States,"22nd April, 2019",http://www.derbyrollcall.com/everyone
Darth Bling,197,Rose City Rollers,United States,"22nd April, 2019",http://www.derbyrollcall.com/everyone
Brawley Parton,,,United States,"22nd April, 2019",http://www.derbyrollcall.com/everyone
Breeze Blocks,429,Orkney Viqueens,United Kingdom,"22nd April, 2019",http://www.derbyrollcall.com/everyone
Helga HuffleRough,,Ventura County Derby Darlins,United States,"23rd April, 2019",http://www.derbyrollcall.com/everyone
Vagitarian,,,Belgium,"23rd April, 2019",http://www.derbyrollcall.com/everyone
gewoon Pim,0,Antwerp roller derby,Belgium,"23rd April, 2019",http://www.derbyrollcall.com/everyone
Suzi B. Agony,,,United States,"23rd April, 2019",http://www.derbyrollcall.com/everyone
Miss Nobody,8,Rocket Dolls Roller Derby Coimbra,Portugal,"23rd April, 2019",http://www.derbyrollcall.com/everyone
Nic Knocks,,,United Kingdom,"23rd April, 2019",http://www.derbyrollcall.com/everyone
Blunt Force Mama,911,,United States,"23rd April, 2019",http://www.derbyrollcall.com/everyone
Carla Jamzram,,,United States,"24th April, 2019",http://www.derbyrollcall.com/everyone
Tel Raiser,24,Surrey roller girls,United Kingdom,"24th April, 2019",http://www.derbyrollcall.com/everyone
Frida Glaviot,7,Roller Derby Saintes - The Holy Terrors,France,"24th April, 2019",http://www.derbyrollcall.com/everyone
Killer tofu,8008,High tide,United States,"24th April, 2019",http://www.derbyrollcall.com/everyone
Tootsie Roll,2166,SCDC,United States,"24th April, 2019",http://www.derbyrollcall.com/everyone
Reftribution,,,Iceland,"25th April, 2019",http://www.derbyrollcall.com/everyone
Luna Shovegood,9 3/4,High tide,United States,"26th April, 2019",http://www.derbyrollcall.com/everyone
Poe Jammerin',888,High Tide Derby,United States,"26th April, 2019",http://www.derbyrollcall.com/everyone
Melody Pound,,,United States,"26th April, 2019",http://www.derbyrollcall.com/everyone
Lucille Maul,4951,High Tide Derby,United States,"26th April, 2019",http://www.derbyrollcall.com/everyone
Scott Killgrim,505,High Tide,United States,"26th April, 2019",http://www.derbyrollcall.com/everyone
Kat-ass-trophy,5150,High Tide,United States,"26th April, 2019",http://www.derbyrollcall.com/everyone
Mistress Mwahaha,,,United States,"26th April, 2019",http://www.derbyrollcall.com/everyone
Enemy Blunt,85,,New Zealand,"26th April, 2019",http://www.derbyrollcall.com/everyone
Jettin' Jade,18,New Jersey Roller Derby (NJRD),United States,"26th April, 2019",http://www.derbyrollcall.com/everyone
Sorah Bones,1424,Brew City Bruisers,United States,"26th April, 2019",http://www.derbyrollcall.com/everyone
Madame Soldier,21,Liga Roller Derby Ciudad de MÃ©xico,Mexico,"27th April, 2019",http://www.derbyrollcall.com/everyone
Diss/Cuss,905,Blockforest,Germany,"27th April, 2019",http://www.derbyrollcall.com/everyone
K-Rex,29,Canberra Roller Derby League,Australia,"27th April, 2019",http://www.derbyrollcall.com/everyone
Mad Lad,399,Canberra Roller Derby League,Australia,"27th April, 2019",http://www.derbyrollcall.com/everyone
brookeshanks,,Omaha Rollergirls,United States,"27th April, 2019",http://www.derbyrollcall.com/everyone
Barrelin' Monrogue,,,Australia,"28th April, 2019",http://www.derbyrollcall.com/everyone
Anita Notherhit,,,United States,"28th April, 2019",http://www.derbyrollcall.com/everyone
Donnamatrix,,Hertfordshire hells belles,United Kingdom,"28th April, 2019",http://www.derbyrollcall.com/everyone
Bernadette Chikrac,16,,France,"28th April, 2019",http://www.derbyrollcall.com/everyone
Bruise Clues,33,Burning River Roller Derby,United States,"29th April, 2019",http://www.derbyrollcall.com/everyone
Princess Slaya,,Brazos Valley Roller Derby,United States,"30th April, 2019",http://www.derbyrollcall.com/everyone
Owlcapone,,,United States,"30th April, 2019",http://www.derbyrollcall.com/everyone
GoreJess,141,Harbor Girls (Hamburg),Germany,"30th April, 2019",http://www.derbyrollcall.com/everyone
TupinamBitch,500,,Portugal,"30th April, 2019",http://www.derbyrollcall.com/everyone
Officially Mel,576,New Hampshire Roller Derby,United States,"30th April, 2019",http://www.derbyrollcall.com/everyone
COCO STRUL,2626,Rainbow Warriors,Sweden,"30th April, 2019",http://www.derbyrollcall.com/everyone
TupinamBitch,500,Rocket Dolls Roller Derby Coimbra,Portugal,"30th April, 2019",http://www.derbyrollcall.com/everyone
Seek & Rollstroy,8,Glasgow menâs roller derby,United Kingdom,"30th April, 2019",http://www.derbyrollcall.com/everyone
Ariana Doomsde,D00msd3,W.A.R.D,Australia,"1st May, 2019",http://www.derbyrollcall.com/everyone
Rolling Thunder,343,Northwoods Derby Knockouts,United States,"1st May, 2019",http://www.derbyrollcall.com/everyone
Dr. Nova,93,Sheffield Steel Roller Girls,United Kingdom,"1st May, 2019",http://www.derbyrollcall.com/everyone
Speffle,666,Sheffield Steel Roller Derby,United Kingdom,"1st May, 2019",http://www.derbyrollcall.com/everyone
Bitter sweet kill,,,United Kingdom,"2nd May, 2019",http://www.derbyrollcall.com/everyone
Cutie die,,,United Kingdom,"2nd May, 2019",http://www.derbyrollcall.com/everyone
Birdie,302,,Sweden,"2nd May, 2019",http://www.derbyrollcall.com/everyone
